
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Beaverhead County, MT (30001)	1999	67	9,184	729.5
	2000	73	9,202	793.3
	2001	96	9,058	1,059.8
	2002	75	9,018	831.7
	2003	90	8,924	1,008.5
	2004	77	8,908	864.4
	2005	59	8,904	662.6
	2006	84	9,012	932.1
	2007	77	9,028	852.9
	2008	71	9,166	774.6
	2009	82	9,200	891.3
	2010	84	9,246	908.5
	2011	70	9,222	759.1
	2012	80	9,375	853.3
	Total	1,085	127,447	851.3
Big Horn County, MT (30003)	1999	117	12,653	924.7
	2000	103	12,671	812.9
	2001	93	12,783	727.5
	2002	120	12,713	943.9
	2003	91	12,652	719.3
	2004	103	12,731	809.0
	2005	104	12,634	823.2
	2006	128	12,540	1,020.7
	2007	123	12,549	980.2
	2008	133	12,564	1,058.6
	2009	96	12,747	753.1
	2010	81	12,865	629.6
	2011	111	13,035	851.6
	2012	135	12,958	1,041.8
	Total	1,538	178,095	863.6
Blaine County, MT (30005)	1999	72	7,087	1,015.9
	2000	66	7,009	941.6
	2001	81	6,748	1,200.4
	2002	66	6,769	975.0
	2003	65	6,699	970.3
	2004	56	6,571	852.2
	2005	67	6,592	1,016.4
	2006	64	6,536	979.2
	2007	64	6,472	988.9
	2008	76	6,401	1,187.3
	2009	61	6,445	946.5
	2010	72	6,491	1,109.2
	2011	77	6,559	1,174.0
	2012	63	6,657	946.4
	Total	950	93,036	1,021.1
Broadwater County, MT (30007)	1999	37	4,364	847.8
	2000	49	4,385	1,117.4
	2001	46	4,438	1,036.5
	2002	38	4,478	848.6
	2003	45	4,562	986.4
	2004	39	4,711	827.8
	2005	47	4,775	984.3
	2006	64	4,958	1,290.8
	2007	54	5,089	1,061.1
	2008	61	5,261	1,159.5
	2009	43	5,496	782.4
	2010	52	5,612	926.6
	2011	60	5,734	1,046.4
	2012	57	5,769	988.0
	Total	692	69,632	993.8
Carbon County, MT (30009)	1999	97	9,495	1,021.6
	2000	108	9,552	1,130.7
	2001	87	9,665	900.2
	2002	106	9,714	1,091.2
	2003	88	9,747	902.8
	2004	85	9,796	867.7
	2005	100	9,921	1,008.0
	2006	92	9,916	927.8
	2007	93	9,973	932.5
	2008	90	9,965	903.2
	2009	83	10,033	827.3
	2010	107	10,078	1,061.7
	2011	87	10,080	863.1
	2012	93	10,119	919.1
	Total	1,316	138,054	953.3
Carter County, MT (30011)	1999	13	1,391	934.6 (Unreliable)
	2000	18	1,360	1,323.5 (Unreliable)
	2001	17	1,337	1,271.5 (Unreliable)
	2002	18	1,319	1,364.7 (Unreliable)
	2003	15	1,290	1,162.8 (Unreliable)
	2004	13	1,284	1,012.5 (Unreliable)
	2005	10	1,258	794.9 (Unreliable)
	2006	12	1,227	978.0 (Unreliable)
	2007	16	1,216	1,315.8 (Unreliable)
	2008	15	1,172	1,279.9 (Unreliable)
	2009	17	1,180	1,440.7 (Unreliable)
	2010	14	1,160	1,206.9 (Unreliable)
	2011	17	1,139	1,492.5 (Unreliable)
	2012	16	1,172	1,365.2 (Unreliable)
	Total	211	17,505	1,205.4
Cascade County, MT (30013)	1999	717	80,596	889.6
	2000	792	80,357	985.6
	2001	783	80,055	978.1
	2002	763	79,848	955.6
	2003	746	79,633	936.8
	2004	745	80,198	929.0
	2005	813	80,041	1,015.7
	2006	735	79,984	918.9
	2007	741	80,099	925.1
	2008	746	80,529	926.4
	2009	732	80,680	907.3
	2010	756	81,327	929.6
	2011	810	81,758	990.7
	2012	788	81,784	963.5
	Total	10,667	1,126,889	946.6
Chouteau County, MT (30015)	1999	64	5,846	1,094.8
	2000	78	5,970	1,306.5
	2001	61	5,899	1,034.1
	2002	59	5,811	1,015.3
	2003	61	5,775	1,056.3
	2004	58	5,729	1,012.4
	2005	63	5,708	1,103.7
	2006	55	5,709	963.4
	2007	62	5,746	1,079.0
	2008	51	5,774	883.3
	2009	66	5,793	1,139.3
	2010	53	5,813	911.7
	2011	51	5,770	883.9
	2012	59	5,921	996.5
	Total	841	81,264	1,034.9
Custer County, MT (30017)	1999	162	11,782	1,375.0
	2000	135	11,696	1,154.2
	2001	136	11,484	1,184.3
	2002	151	11,510	1,311.9
	2003	138	11,438	1,206.5
	2004	134	11,510	1,164.2
	2005	145	11,423	1,269.4
	2006	140	11,395	1,228.6
	2007	144	11,480	1,254.4
	2008	129	11,515	1,120.3
	2009	149	11,646	1,279.4
	2010	144	11,699	1,230.9
	2011	149	11,765	1,266.5
	2012	140	11,867	1,179.7
	Total	1,996	162,210	1,230.5
Daniels County, MT (30019)	1999	22	2,041	1,077.9
	2000	21	2,017	1,041.2
	2001	25	1,999	1,250.6
	2002	29	1,912	1,516.7
	2003	43	1,881	2,286.0
	2004	24	1,804	1,330.4
	2005	29	1,782	1,627.4
