
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Alamance County, NC (37001)	1999	1,285	128,743	998.1
	2000	1,342	130,800	1,026.0
	2001	1,298	133,346	973.4
	2002	1,289	135,239	953.1
	2003	1,374	136,009	1,010.2
	2004	1,276	137,619	927.2
	2005	1,360	139,311	976.2
	2006	1,345	141,462	950.8
	2007	1,411	144,712	975.0
	2008	1,459	147,704	987.8
	2009	1,414	149,954	943.0
	2010	1,405	151,131	929.7
	2011	1,453	152,820	950.8
	2012	1,576	153,672	1,025.6
	Total	19,287	1,982,522	972.9
Alexander County, NC (37003)	1999	275	33,274	826.5
	2000	304	33,603	904.7
	2001	290	34,187	848.3
	2002	264	34,665	761.6
	2003	285	34,998	814.3
	2004	308	35,343	871.5
	2005	306	35,786	855.1
	2006	335	36,243	924.3
	2007	322	36,609	879.6
	2008	333	36,840	903.9
	2009	334	37,053	901.4
	2010	338	37,198	908.7
	2011	362	37,130	975.0
	2012	351	36,971	949.4
	Total	4,407	499,900	881.6
Alleghany County, NC (37005)	1999	149	10,567	1,410.1
	2000	130	10,677	1,217.6
	2001	132	10,740	1,229.1
	2002	158	10,740	1,471.1
	2003	129	10,776	1,197.1
	2004	133	10,790	1,232.6
	2005	143	10,788	1,325.5
	2006	126	10,940	1,151.7
	2007	137	11,061	1,238.6
	2008	142	11,131	1,275.7
	2009	118	11,125	1,060.7
	2010	131	11,155	1,174.4
	2011	139	11,040	1,259.1
	2012	105	10,977	956.5
	Total	1,872	152,507	1,227.5
Anson County, NC (37007)	1999	289	25,288	1,142.8
	2000	287	25,275	1,135.5
	2001	290	25,553	1,134.9
	2002	307	25,723	1,193.5
	2003	293	25,749	1,137.9
	2004	253	26,386	958.8
	2005	265	26,585	996.8
	2006	300	26,599	1,127.9
	2007	290	26,664	1,087.6
	2008	310	26,837	1,155.1
	2009	266	26,917	988.2
	2010	296	26,948	1,098.4
	2011	261	26,524	984.0
	2012	292	26,353	1,108.0
	Total	3,999	367,401	1,088.5
Ashe County, NC (37009)	1999	308	24,181	1,273.7
	2000	278	24,384	1,140.1
	2001	289	24,750	1,167.7
	2002	293	25,029	1,170.6
	2003	310	25,288	1,225.9
	2004	289	25,684	1,125.2
	2005	329	25,838	1,273.3
	2006	280	26,134	1,071.4
	2007	296	26,506	1,116.7
	2008	299	26,858	1,113.3
	2009	318	27,144	1,171.5
	2010	315	27,281	1,154.6
	2011	334	27,181	1,228.8
	2012	323	27,160	1,189.2
	Total	4,261	363,418	1,172.5
Avery County, NC (37011)	1999	174	17,040	1,021.1
	2000	188	17,167	1,095.1
	2001	158	17,706	892.4
	2002	207	17,867	1,158.6
	2003	208	17,896	1,162.3
	2004	191	17,971	1,062.8
	2005	212	17,945	1,181.4
	2006	183	18,104	1,010.8
	2007	173	17,949	963.8
	2008	175	18,024	970.9
	2009	193	17,925	1,076.7
	2010	195	17,797	1,095.7
	2011	206	17,780	1,158.6
	2012	194	17,633	1,100.2
	Total	2,657	248,804	1,067.9
Beaufort County, NC (37013)	1999	521	45,001	1,157.8
	2000	552	44,958	1,227.8
	2001	572	45,084	1,268.7
	2002	527	45,216	1,165.5
	2003	525	45,418	1,155.9
	2004	523	45,618	1,146.5
	2005	571	46,059	1,239.7
	2006	567	46,622	1,216.2
	2007	489	46,702	1,047.1
	2008	531	47,297	1,122.7
	2009	551	47,485	1,160.4
	2010	563	47,759	1,178.8
	2011	523	47,664	1,097.3
	2012	555	47,483	1,168.8
	Total	7,570	648,366	1,167.6
Bertie County, NC (37015)	1999	254	19,903	1,276.2
	2000	280	19,773	1,416.1
	2001	289	19,829	1,457.5
	2002	262	19,841	1,320.5
	2003	219	19,897	1,100.7
	2004	244	20,018	1,218.9
	2005	253	20,057	1,261.4
	2006	239	19,936	1,198.8
	2007	244	20,927	1,166.0
	2008	237	21,121	1,122.1
	2009	252	21,216	1,187.8
	2010	249	21,282	1,170.0
	2011	257	20,989	1,224.5
	2012	237	20,581	1,151.5
	Total	3,516	285,370	1,232.1
Bladen County, NC (37017)	1999	405	32,143	1,260.0
	2000	368	32,278	1,140.1
	2001	398	32,714	1,216.6
	2002	393	32,782	1,198.8
	2003	402	33,129	1,213.4
	2004	410	33,684	1,217.2
	2005	408	33,934	1,202.3
	2006	362	34,114	1,061.1
	2007	374	34,285	1,090.9
	2008	387	34,665	1,116.4
	2009	397	34,852	1,139.1
	2010	367	35,190	1,042.9
	2011	367	35,019	1,048.0
	2012	386	34,948	1,104.5
	Total	5,424	473,737	1,144.9
Brunswick County, NC (37019)	1999	690	71,367	966.8
	2000	725	73,143	991.2
	2001	738	76,005	971.0
	2002	739	78,296	943.9
	2003	785	80,584	974.1
	2004	855	83,327	1,026.1
	2005	880	87,846	1,001.8
	2006	942	93,938	1,002.8
	2007	901	99,008	910.0
	2008	1,012	103,257	980.1
	2009	1,074	105,777	1,015.3
	2010	1,067	107,431	993.2
	2011	1,136	110,265	1,030.2
	2012	1,203	112,197	1,072.2
	Total	12,747	1,282,441	994.0
Buncombe County, NC (37021)	1999	2,206	204,340	1,079.6
	2000	2,207	206,330	1,069.6
	2001	2,269	209,104	1,085.1
	2002	2,202	211,841	1,039.5
	2003	2,170	214,982	1,009.4
	2004	2,124	218,139	973.7
	2005	2,233	221,642	1,007.5
	2006	2,201	226,524	971.6
	2007	2,301	230,766	997.1
	2008	2,291	233,772	980.0
	2009	2,299	236,349	972.7
	2010	2,321	238,318	973.9
	2011	2,288	241,463	947.6
	2012	2,392	244,461	978.5
	Total	31,504	3,138,031	1,003.9
Burke County, NC (37023)	1999	793	88,496	896.1
	2000	851	89,148	954.6
	2001	822	89,525	918.2
	2002	795	89,371	889.6
	2003	880	89,493	983.3
	2004	890	89,394	995.6
	2005	873	89,526	975.1
	2006	852	89,903	947.7
	2007	833	90,146	924.1
	2008	949	90,788	1,045.3
	2009	899	91,178	986.0
	2010	1,015	90,912	1,116.5
	2011	990	90,826	1,090.0
	2012	1,003	90,352	1,110.1
	Total	12,445	1,259,058	988.4
Cabarrus County, NC (37025)	1999	1,096	127,826	857.4
	2000	1,122	131,063	856.1
	2001	1,098	136,463	804.6
	2002	1,159	140,054	827.5
	2003	1,259	143,336	878.4
	2004	1,197	146,429	817.5
	2005	1,287	150,797	853.5
	2006	1,275	157,735	808.3
	2007	1,251	165,717	754.9
	2008	1,315	171,915	764.9
	2009	1,331	175,993	756.3
	2010	1,385	178,011	778.0
	2011	1,384	181,110	764.2
	2012	1,414	184,173	767.8
	Total	17,573	2,190,622	802.2
Caldwell County, NC (37027)	1999	746	76,663	973.1
	2000	741	77,415	957.2
	2001	795	78,375	1,014.4
	2002	793	78,920	1,004.8
	2003	779	79,380	981.4
	2004	717	79,471	902.2
	2005	829	80,218	1,033.4
	2006	867	80,897	1,071.7
	2007	765	81,588	937.6
	2008	801	82,527	970.6
	2009	843	82,798	1,018.1
	2010	935	83,029	1,126.1
	2011	866	82,289	1,052.4
	2012	896	81,954	1,093.3
	Total	11,373	1,125,524	1,010.5
Camden County, NC (37029)	1999	70	6,801	1,029.3
	2000	63	6,885	915.0
	2001	64	7,100	901.4
	2002	69	7,412	930.9
	2003	60	7,894	760.1
	2004	69	8,415	820.0
	2005	56	8,991	622.8
	2006	79	9,321	847.5
	2007	84	9,570	877.7
	2008	59	9,802	601.9
	2009	52	9,899	525.3
	2010	77	9,980	771.5
	2011	69	10,051	686.5
	2012	76	10,052	756.1
	Total	947	122,173	775.1
Carteret County, NC (37031)	1999	682	59,341	1,149.3
	2000	640	59,383	1,077.7
	2001	699	59,790	1,169.1
	2002	671	60,311	1,112.6
	2003	762	61,067	1,247.8
	2004	687	62,127	1,105.8
	2005	695	62,833	1,106.1
	2006	680	64,028	1,062.0
	2007	641	64,258	997.5
	2008	729	64,700	1,126.7
	2009	736	65,670	1,120.8
	2010	726	66,469	1,092.2
	2011	739	67,390	1,096.6
	2012	758	67,750	1,118.8
	Total	9,845	885,117	1,112.3
Caswell County, NC (37033)	1999	256	23,255	1,100.8
	2000	217	23,501	923.4
	2001	257	23,610	1,088.5
	2002	262	23,767	1,102.4
	2003	245	23,833	1,028.0
	2004	260	23,801	1,092.4
	2005	246	23,827	1,032.4
	2006	223	23,993	929.4
	2007	230	23,914	961.8
	2008	252	23,912	1,053.9
	2009	222	23,725	935.7
	2010	254	23,719	1,070.9
	2011	270	23,563	1,145.9
	2012	288	23,140	1,244.6
	Total	3,482	331,560	1,050.2
Catawba County, NC (37035)	1999	1,269	139,522	909.5
	2000	1,291	141,685	911.2
	2001	1,338	144,865	923.6
	2002	1,264	145,343	869.7
	2003	1,334	145,601	916.2
	2004	1,333	147,016	906.7
	2005	1,326	148,629	892.2
	2006	1,352	150,449	898.6
	2007	1,408	152,448	923.6
	2008	1,463	153,848	950.9
	2009	1,480	154,610	957.2
	2010	1,563	154,358	1,012.6
	2011	1,484	153,987	963.7
	2012	1,598	154,452	1,034.6
	Total	19,503	2,086,813	934.6
Chatham County, NC (37037)	1999	474	48,398	979.4
	2000	487	49,329	987.2
	2001	491	51,482	953.7
	2002	482	53,857	895.0
	2003	497	55,061	902.6
	2004	483	56,236	858.9
	2005	508	57,045	890.5
	2006	499	58,779	848.9
	2007	575	60,054	957.5
	2008	566	61,783	916.1
	2009	568	62,693	906.0
	2010	588	63,505	925.9
	2011	621	65,257	951.6
	2012	618	65,899	937.8
	Total	7,457	809,378	921.3
Cherokee County, NC (37039)	1999	295	23,956	1,231.4
	2000	302	24,298	1,242.9
	2001	315	24,629	1,279.0
	2002	328	24,884	1,318.1
	2003	328	25,229	1,300.1
	2004	313	25,658	1,219.9
	2005	313	26,077	1,200.3
	2006	323	26,877	1,201.8
	2007	335	27,350	1,224.9
	2008	345	27,545	1,252.5
	2009	315	27,378	1,150.6
	2010	330	27,444	1,202.4
	2011	361	27,162	1,329.1
	2012	361	27,032	1,335.5
	Total	4,564	365,519	1,248.6
Chowan County, NC (37041)	1999	187	14,558	1,284.5
	2000	194	14,526	1,335.5
	2001	171	14,490	1,180.1
	2002	194	14,559	1,332.5
	2003	168	14,529	1,156.3
	2004	198	14,573	1,358.7
	2005	196	14,625	1,340.2
	2006	172	14,835	1,159.4
	2007	171	14,953	1,143.6
	2008	189	14,831	1,274.4
	2009	171	14,915	1,146.5
	2010	189	14,793	1,277.6
	2011	174	14,802	1,175.5
	2012	159	14,711	1,080.8
	Total	2,533	205,700	1,231.4
Clay County, NC (37043)	1999	101	8,649	1,167.8
	2000	122	8,775	1,390.3
	2001	108	9,086	1,188.6
	2002	110	9,273	1,186.2
	2003	119	9,429	1,262.1
	2004	113	9,583	1,179.2
	2005	135	9,833	1,372.9
	2006	124	10,107	1,226.9
	2007	110	10,356	1,062.2
	2008	133	10,492	1,267.6
	2009	141	10,540	1,337.8
	2010	138	10,587	1,303.5
	2011	121	10,650	1,136.2
	2012	143	10,645	1,343.4
	Total	1,718	138,005	1,244.9
Cleveland County, NC (37045)	1999	966	95,293	1,013.7
	2000	1,025	96,287	1,064.5
	2001	1,019	96,861	1,052.0
	2002	980	97,068	1,009.6
	2003	1,016	97,241	1,044.8
	2004	1,024	97,134	1,054.2
	2005	974	96,844	1,005.7
	2006	1,069	96,990	1,102.2
	2007	1,050	97,524	1,076.7
	2008	1,090	98,155	1,110.5
	2009	1,098	98,211	1,118.0
	2010	1,077	98,078	1,098.1
	2011	1,069	97,614	1,095.1
	2012	1,173	97,440	1,203.8
	Total	14,630	1,360,740	1,075.2
Columbus County, NC (37047)	1999	623	54,522	1,142.7
	2000	640	54,749	1,169.0
	2001	658	54,806	1,200.6
	2002	651	54,975	1,184.2
	2003	614	54,961	1,117.2
	2004	635	55,099	1,152.5
	2005	626	55,155	1,135.0
	2006	694	55,654	1,247.0
	2007	682	55,964	1,218.6
	2008	635	56,503	1,123.8
	2009	644	58,163	1,107.2
	2010	698	58,098	1,201.4
	2011	622	57,834	1,075.5
	2012	658	57,593	1,142.5
	Total	9,080	784,076	1,158.1
Craven County, NC (37049)	1999	811	90,843	892.7
	2000	831	91,436	908.8
	2001	833	93,325	892.6
	2002	830	92,633	896.0
	2003	903	92,906	972.0
	2004	901	93,548	963.1
	2005	905	94,729	955.4
	2006	908	96,926	936.8
	2007	938	97,825	958.9
	2008	914	99,423	919.3
	2009	891	101,923	874.2
	2010	961	103,505	928.5
	2011	980	104,651	936.4
	2012	982	105,232	933.2
	Total	12,588	1,358,905	926.3
Cumberland County, NC (37051)	1999	1,919	301,608	636.3
	2000	2,016	302,963	665.4
	2001	2,001	304,316	657.5
	2002	2,008	305,697	656.9
	2003	2,126	303,318	700.9
	2004	1,993	307,629	647.9
	2005	2,061	303,695	678.6
	2006	2,108	307,365	685.8
	2007	2,059	308,284	667.9
	2008	2,148	311,800	688.9
	2009	2,144	317,252	675.8
	2010	2,286	319,431	715.6
	2011	2,284	323,784	705.4
	2012	2,377	323,011	735.9
	Total	29,530	4,340,153	680.4
Currituck County, NC (37053)	1999	177	17,856	991.3
	2000	164	18,190	901.6
	2001	162	18,714	865.7
	2002	161	19,327	833.0
	2003	174	20,299	857.2
	2004	176	21,469	819.8
	2005	171	22,418	762.8
	2006	187	22,923	815.8
	2007	193	23,216	831.3
	2008	187	23,378	799.9
	2009	191	23,335	818.5
	2010	191	23,547	811.1
	2011	234	23,921	978.2
	2012	224	24,100	929.5
	Total	2,592	302,693	856.3
Dare County, NC (37055)	1999	231	29,366	786.6
	2000	271	29,967	904.3
	2001	232	30,826	752.6
	2002	288	31,898	902.9
	2003	254	32,697	776.8
	2004	277	33,196	834.4
	2005	275	33,354	824.5
	2006	233	33,463	696.3
	2007	274	33,541	816.9
	2008	252	33,553	751.1
	2009	273	33,679	810.6
	2010	294	33,920	866.7
	2011	295	34,239	861.6
	2012	288	34,517	834.4
	Total	3,737	458,216	815.6
Davidson County, NC (37057)	1999	1,212	146,106	829.5
	2000	1,383	147,246	939.2
	2001	1,349	149,663	901.4
	2002	1,435	151,296	948.5
	2003	1,462	152,809	956.7
	2004	1,378	154,179	893.8
	2005	1,500	155,425	965.1
	2006	1,512	157,209	961.8
	2007	1,474	159,126	926.3
	2008	1,459	161,520	903.3
	2009	1,518	162,406	934.7
	2010	1,553	162,878	953.5
	2011	1,625	163,033	996.7
	2012	1,657	163,118	1,015.8
	Total	20,517	2,186,014	938.6
Davie County, NC (37059)	1999	347	34,132	1,016.6
	2000	348	34,835	999.0
	2001	338	35,905	941.4
	2002	350	36,446	960.3
	2003	331	36,864	897.9
	2004	342	37,552	910.7
	2005	329	38,559	853.2
	2006	379	39,539	958.5
	2007	356	40,260	884.3
	2008	353	40,748	866.3
	2009	335	41,035	816.4
	2010	390	41,240	945.7
	2011	391	41,387	944.7
	2012	406	41,394	980.8
	Total	4,995	539,896	925.2
Duplin County, NC (37061)	1999	548	48,401	1,132.2
	2000	523	49,063	1,066.0
	2001	481	50,182	958.5
	2002	491	51,121	960.5
	2003	531	51,880	1,023.5
	2004	505	52,732	957.7
	2005	520	53,445	973.0
	2006	513	54,704	937.8
	2007	507	55,610	911.7
	2008	492	56,810	866.0
	2009	492	57,434	856.6
	2010	515	58,505	880.3
	2011	485	59,611	813.6
	2012	519	60,005	864.9
	Total	7,122	759,503	937.7
Durham County, NC (37063)	1999	1,760	219,811	800.7
	2000	1,736	223,314	777.4
	2001	1,624	228,978	709.2
	2002	1,704	233,505	729.7
	2003	1,720	235,570	730.1
	2004	1,650	238,376	692.2
	2005	1,674	241,785	692.4
	2006	1,738	246,929	703.8
	2007	1,714	252,796	678.0
	2008	1,767	259,356	681.3
	2009	1,691	265,356	637.3
	2010	1,796	267,587	671.2
	2011	1,718	276,122	622.2
	2012	1,767	282,081	626.4
	Total	24,059	3,471,566	693.0
Edgecombe County, NC (37065)	1999	608	56,291	1,080.1
	2000	648	55,606	1,165.3
	2001	604	55,792	1,082.6
	2002	616	55,855	1,102.9
	2003	607	55,994	1,084.0
	2004	572	56,064	1,020.3
	2005	612	56,151	1,089.9
	2006	573	56,129	1,020.9
	2007	606	55,911	1,083.9
	2008	621	56,420	1,100.7
	2009	572	56,237	1,017.1
	2010	573	56,552	1,013.2
	2011	584	56,082	1,041.3
	2012	584	55,736	1,047.8
	Total	8,380	784,820	1,067.8
Forsyth County, NC (37067)	1999	2,673	303,630	880.3
	2000	2,777	306,067	907.3
	2001	2,703	310,807	869.7
	2002	2,774	314,215	882.8
	2003	2,811	316,659	887.7
	2004	2,800	319,997	875.0
	2005	2,860	325,065	879.8
	2006	2,834	332,110	853.3
	2007	2,835	338,638	837.2
	2008	2,933	344,330	851.8
	2009	2,829	348,532	811.7
	2010	2,857	350,670	814.7
	2011	3,133	354,375	884.1
	2012	3,088	357,850	862.9
	Total	39,907	4,622,945	863.2
Franklin County, NC (37069)	1999	386	46,293	833.8
	2000	446	47,260	943.7
	2001	451	48,794	924.3
	2002	418	50,622	825.7
	2003	450	51,959	866.1
	2004	424	53,119	798.2
	2005	455	54,260	838.6
	2006	445	55,460	802.4
	2007	485	57,174	848.3
	2008	463	58,925	785.7
	2009	470	59,959	783.9
	2010	456	60,619	752.2
	2011	481	61,197	786.0
	2012	529	61,560	859.3
	Total	6,359	767,201	828.9
Gaston County, NC (37071)	1999	1,917	189,127	1,013.6
	2000	2,021	190,365	1,061.6
	2001	2,007	191,424	1,048.5
	2002	1,924	191,930	1,002.4
	2003	1,934	191,545	1,009.7
	2004	1,938	191,646	1,011.2
	2005	1,926	193,527	995.2
	2006	1,935	196,284	985.8
	2007	2,039	200,377	1,017.6
	2008	2,048	204,454	1,001.7
	2009	2,033	205,884	987.4
	2010	2,077	206,086	1,007.8
	2011	2,087	206,890	1,008.7
	2012	2,200	208,005	1,057.7
	Total	28,086	2,767,544	1,014.8
Gates County, NC (37073)	1999	110	10,479	1,049.7
	2000	135	10,516	1,283.8
	2001	122	10,546	1,156.8
	2002	130	10,616	1,224.6
	2003	116	10,800	1,074.1
	2004	109	10,874	1,002.4
