
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Belknap County, NH (33001)	1968	356	30,790	1,156.2
	1969	354	31,771	1,114.2
	1970	394	32,406	1,215.8
	1971	397	33,594	1,181.8
	1972	408	34,401	1,186.0
	1973	397	35,419	1,120.9
	1974	435	36,393	1,195.3
	1975	386	36,975	1,043.9
	1976	396	38,124	1,038.7
	1977	365	39,283	929.2
	1978	415	41,455	1,001.1
	Total	4,303	390,611	1,101.6
Carroll County, NH (33003)	1968	254	18,436	1,377.7
	1969	280	18,490	1,514.3
	1970	246	18,572	1,324.6
	1971	290	18,750	1,546.7
	1972	290	20,375	1,423.3
	1973	250	21,202	1,179.1
	1974	307	22,155	1,385.7
	1975	270	22,996	1,174.1
	1976	269	23,728	1,133.7
	1977	266	25,378	1,048.2
	1978	268	26,754	1,001.7
	Total	2,990	236,836	1,262.5
Cheshire County, NH (33005)	1968	551	50,857	1,083.4
	1969	546	51,623	1,057.7
	1970	505	52,332	965.0
	1971	526	53,621	981.0
	1972	496	54,858	904.2
	1973	512	55,969	914.8
	1974	480	57,148	839.9
	1975	471	57,995	812.1
	1976	485	58,624	827.3
	1977	513	59,728	858.9
	1978	521	61,201	851.3
	Total	5,606	613,956	913.1
Coos County, NH (33007)	1968	431	34,667	1,243.3
	1969	422	34,379	1,227.5
	1970	449	34,241	1,311.3
	1971	441	34,070	1,294.4
	1972	428	34,381	1,244.9
	1973	401	34,627	1,158.1
	1974	416	34,747	1,197.2
	1975	400	35,380	1,130.6
	1976	396	35,089	1,128.6
	1977	402	34,999	1,148.6
	1978	407	35,481	1,147.1
	Total	4,593	382,061	1,202.2
Grafton County, NH (33009)	1968	605	53,169	1,137.9
	1969	546	54,116	1,008.9
	1970	584	55,003	1,061.8
	1971	546	56,431	967.6
	1972	562	57,958	969.7
	1973	602	59,814	1,006.5
	1974	615	59,281	1,037.4
	1975	502	60,671	827.4
	1976	543	61,643	880.9
	1977	584	63,448	920.4
	1978	552	63,864	864.3
	Total	6,241	645,398	967.0
Hillsborough County, NH (33011)	1968	2,244	207,160	1,083.2
	1969	2,277	216,353	1,052.4
	1970	2,188	223,949	977.0
	1971	2,193	237,261	924.3
	1972	2,266	235,520	962.1
	1973	2,289	239,144	957.2
	1974	2,188	243,290	899.3
	1975	2,079	247,689	839.4
	1976	2,268	255,530	887.6
	1977	2,144	262,964	815.3
	1978	2,149	268,578	800.1
	Total	24,285	2,637,438	920.8
Merrimack County, NH (33013)	1968	877	78,169	1,121.9
	1969	892	79,627	1,120.2
	1970	877	80,965	1,083.2
	1971	865	83,161	1,040.2
	1972	970	86,578	1,120.4
	1973	930	88,382	1,052.3
	1974	968	89,100	1,086.4
	1975	932	90,046	1,035.0
	1976	860	90,464	950.7
	1977	838	92,914	901.9
	1978	861	95,089	905.5
	Total	9,870	954,495	1,034.1
Rockingham County, NH (33015)	1968	1,081	134,269	805.1
	1969	1,164	136,600	852.1
	1970	1,164	138,799	838.6
	1971	1,210	142,643	848.3
	1972	1,134	149,815	756.9
	1973	1,202	155,181	774.6
	1974	1,280	160,829	795.9
	1975	1,247	163,454	762.9
	1976	1,227	168,590	727.8
	1977	1,183	175,562	673.8
	1978	1,276	182,853	697.8
	Total	13,168	1,708,595	770.7
Strafford County, NH (33017)	1968	679	69,770	973.2
	1969	674	70,079	961.8
	1970	603	70,561	854.6
	1971	642	71,151	902.3
	1972	616	74,986	821.5
	1973	666	77,991	853.9
	1974	721	79,898	902.4
	1975	610	79,569	766.6
	1976	653	80,390	812.3
	1977	635	83,113	764.0
	1978	646	83,965	769.4
	Total	7,145	841,473	849.1
Sullivan County, NH (33019)	1968	352	30,065	1,170.8
	1969	366	30,541	1,198.4
	1970	346	30,964	1,117.4
	1971	361	31,738	1,137.4
	1972	330	31,806	1,037.5
	1973	334	32,584	1,025.0
	1974	313	33,035	947.5
	1975	323	33,756	956.9
	1976	320	33,977	941.8
	1977	338	34,475	980.4
	1978	313	34,914	896.5
	Total	3,696	357,855	1,032.8
Total		81,897	8,768,718	934.0
