
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Adams County, CO (08001)	1968	776	176,027	440.8
	1969	782	181,048	431.9
	1970	865	185,925	465.2
	1971	873	193,548	451.1
	1972	992	203,424	487.7
	1973	1,039	211,517	491.2
	1974	1,042	214,506	485.8
	1975	1,081	218,915	493.8
	1976	1,041	224,686	463.3
	1977	1,098	228,269	481.0
	1978	1,118	239,855	466.1
	Total	10,707	2,277,720	470.1
Alamosa County, CO (08003)	1968	90	10,969	820.5
	1969	77	11,195	687.8
	1970	76	11,442	664.2
	1971	85	11,825	718.8
	1972	88	12,241	718.9
	1973	83	11,578	716.9
	1974	92	11,519	798.7
	1975	71	12,255	579.4
	1976	66	12,068	546.9
	1977	91	11,623	782.9
	1978	80	11,586	690.5
	Total	899	128,301	700.7
Arapahoe County, CO (08005)	1968	823	151,401	543.6
	1969	867	156,973	552.3
	1970	846	161,996	522.2
	1971	910	171,018	532.1
	1972	920	184,189	499.5
	1973	986	198,612	496.4
	1974	1,020	208,029	490.3
	1975	1,004	219,932	456.5
	1976	1,030	230,491	446.9
	1977	1,053	242,730	433.8
	1978	1,204	261,341	460.7
	Total	10,663	2,186,712	487.6
Archuleta County, CO (08007)	1968	23	3,125	736.0
	1969	21	2,891	726.4
	1970	18	2,733	658.6 (Unreliable)
	1971	18	2,504	718.8 (Unreliable)
	1972	28	2,439	1,148.0
	1973	18	2,713	663.5 (Unreliable)
	1974	23	2,817	816.5
	1975	28	2,980	939.6
	1976	19	3,264	582.1 (Unreliable)
	1977	17	3,336	509.6 (Unreliable)
	1978	17	3,301	515.0 (Unreliable)
	Total	230	32,103	716.4
Baca County, CO (08009)	1968	64	5,805	1,102.5
	1969	69	5,735	1,203.1
	1970	70	5,685	1,231.3
	1971	66	5,630	1,172.3
	1972	66	5,758	1,146.2
	1973	70	5,643	1,240.5
	1974	51	5,527	922.7
	1975	56	5,702	982.1
	1976	51	5,755	886.2
	1977	53	5,593	947.6
	1978	63	5,515	1,142.3
	Total	679	62,348	1,089.0
Bent County, CO (08011)	1968	81	6,463	1,253.3
	1969	71	6,460	1,099.1
	1970	55	6,491	847.3
	1971	77	6,533	1,178.6
	1972	48	6,444	744.9
	1973	61	6,031	1,011.4
	1974	86	6,149	1,398.6
	1975	63	6,392	985.6
	1976	74	6,298	1,175.0
	1977	58	6,177	939.0
	1978	51	5,904	863.8
	Total	725	69,342	1,045.5
Boulder County, CO (08013)	1968	765	120,984	632.3
	1969	791	127,061	622.5
	1970	768	132,019	581.7
	1971	800	140,654	568.8
	1972	784	151,130	518.8
	1973	864	159,148	542.9
	1974	843	166,068	507.6
	1975	784	166,422	471.1
	1976	834	169,049	493.3
	1977	895	178,149	502.4
	1978	858	183,510	467.5
	Total	8,986	1,694,194	530.4
Chaffee County, CO (08015)	1968	102	9,336	1,092.5
	1969	101	9,796	1,031.0
	1970	98	10,164	964.2
	1971	110	10,824	1,016.3
	1972	80	11,312	707.2
	1973	125	11,574	1,080.0
	1974	113	11,762	960.7
	1975	106	12,119	874.7
	1976	100	12,140	823.7
	1977	116	12,574	922.5
	1978	119	12,598	944.6
	Total	1,170	124,199	942.0
Cheyenne County, CO (08017)	1968	30	2,338	1,283.1
	1969	24	2,368	1,013.5
	1970	20	2,411	829.5
	1971	35	2,424	1,443.9
	1972	22	2,285	962.8
	1973	23	2,307	997.0
	1974	25	2,304	1,085.1
	1975	23	2,260	1,017.7
	1976	22	2,230	986.5
	1977	12	2,067	580.6 (Unreliable)
	1978	25	2,127	1,175.4
	Total	261	25,121	1,039.0
Clear Creek County, CO (08019)	1968	46	3,869	1,188.9
	1969	37	4,379	844.9
	1970	37	4,808	769.6
	1971	43	5,716	752.3
	1972	48	5,903	813.1
	1973	38	5,747	661.2
	1974	36	5,770	623.9
	1975	28	6,098	459.2
	1976	43	6,224	690.9
	1977	29	6,228	465.6
	1978	30	6,632	452.4
	Total	415	61,374	676.2
Conejos County, CO (08021)	1968	73	7,928	920.8
	1969	60	7,862	763.2
	1970	55	7,862	699.6
	1971	67	7,820	856.8
	1972	74	7,845	943.3
	1973	76	7,933	958.0
	1974	67	8,051	832.2
	1975	67	8,102	827.0
	1976	54	7,955	678.8
	1977	69	8,006	861.9
	1978	59	7,870	749.7
	Total	721	87,234	826.5
Costilla County, CO (08023)	1968	25	3,162	790.6
	1969	23	3,103	741.2
	1970	30	3,096	969.0
	1971	40	3,078	1,299.5
	1972	30	3,246	924.2
	1973	36	3,207	1,122.5
	1974	32	3,117	1,026.6
	1975	28	3,157	886.9
	1976	29	3,127	927.4
	1977	20	3,183	628.3
	1978	23	3,246	708.6
	Total	316	34,722	910.1
Crowley County, CO (08025)	1968	53	3,076	1,723.0
	1969	42	3,078	1,364.5
	1970	50	3,089	1,618.6
	1971	30	3,129	958.8
	1972	50	3,238	1,544.2
	1973	42	3,270	1,284.4
	1974	37	3,350	1,104.5
	1975	35	3,340	1,047.9
	1976	52	3,211	1,619.4
	1977	52	3,184	1,633.2
	1978	42	2,940	1,428.6
	Total	485	34,905	1,389.5
Custer County, CO (08027)	1968	15	1,036	1,447.9 (Unreliable)
	1969	14	1,079	1,297.5 (Unreliable)
	1970	12	1,119	1,072.4 (Unreliable)
	1971	16	1,190	1,344.5 (Unreliable)
	1972	6	1,259	476.6 (Unreliable)
	1973	12	1,143	1,049.9 (Unreliable)
	1974	9	1,125	800.0 (Unreliable)
	1975	16	1,137	1,407.2 (Unreliable)
	1976	12	1,185	1,012.7 (Unreliable)
	1977	6	1,243	482.7 (Unreliable)
	1978	7	1,426	490.9 (Unreliable)
	Total	125	12,942	965.8
Delta County, CO (08029)	1968	202	15,193	1,329.6
	1969	205	15,240	1,345.1
	1970	220	15,316	1,436.4
	1971	210	15,426	1,361.3
	1972	240	15,933	1,506.3
	1973	214	16,109	1,328.4
	1974	189	16,640	1,135.8
	1975	217	17,621	1,231.5
	1976	228	18,800	1,212.8
	1977	215	19,433	1,106.4
	1978	208	19,790	1,051.0
	Total	2,348	185,501	1,265.8
Denver County, CO (08031)	1968	5,660	503,316	1,124.5
	1969	5,232	510,334	1,025.2
	1970	5,358	516,318	1,037.7
	1971	5,326	526,481	1,011.6
	1972	5,186	526,047	985.8
	1973	5,268	524,754	1,003.9
	1974	4,891	514,352	950.9
	1975	4,600	500,817	918.5
	1976	4,679	501,646	932.7
	1977	4,533	499,636	907.3
	1978	4,668	496,236	940.7
	Total	55,401	5,619,937	985.8
Dolores County, CO (08033)	1968	16	1,762	908.1 (Unreliable)
	1969	17	1,688	1,007.1 (Unreliable)
	1970	15	1,649	909.6 (Unreliable)
	1971	13	1,593	816.1 (Unreliable)
	1972	14	1,568	892.9 (Unreliable)
	1973	8	1,564	511.5 (Unreliable)
	1974	11	1,454	756.5 (Unreliable)
	1975	17	1,592	1,067.8 (Unreliable)
	1976	15	1,582	948.2 (Unreliable)
	1977	9	1,485	606.1 (Unreliable)
	1978	14	1,532	913.8 (Unreliable)
	Total	149	17,469	852.9
Douglas County, CO (08035)	1968	53	7,191	737.0
	1969	65	7,851	827.9
	1970	66	8,406	785.2
	1971	67	9,411	711.9
	1972	54	10,399	519.3
	1973	84	11,715	717.0
	1974	55	13,097	419.9
	1975	63	14,723	427.9
	1976	57	15,878	359.0
	1977	71	17,732	400.4
	1978	102	20,747	491.6
	Total	737	137,150	537.4
Eagle County, CO (08037)	1968	50	6,464	773.5
	1969	36	6,996	514.6
	1970	44	7,507	586.1
	1971	51	8,535	597.5
	1972	44	8,839	497.8
	1973	46	9,561	481.1
	1974	51	10,314	494.5
	1975	48	10,700	448.6
	1976	38	11,875	320.0
	1977	39	12,572	310.2
	1978	61	12,177	500.9
	Total	508	105,540	481.3
Elbert County, CO (08039)	1968	49	3,804	1,288.1
	1969	42	3,853	1,090.1
	1970	39	3,883	1,004.4
	1971	35	3,987	877.9
	1972	46	4,082	1,126.9
	1973	39	4,689	831.7
	1974	41	4,724	867.9
	1975	28	4,969	563.5
	1976	43	5,316	808.9
	1977	31	5,396	574.5
	1978	32	5,601	571.3
	Total	425	50,304	844.9
El Paso County, CO (08041)	1968	1,390	219,320	633.8
	1969	1,304	229,353	568.6
	1970	1,426	237,221	601.1
	1971	1,490	251,252	593.0
	1972	1,616	269,470	599.7
	1973	1,638	290,432	564.0
