
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Autauga County, AL (01001)	1999	361	42,963	840.3
	2000	356	43,671	815.2
	2001	362	44,889	806.4
	2002	388	45,909	845.2
	2003	400	46,800	854.7
	2004	377	48,366	779.5
	2005	454	49,676	913.9
	2006	457	51,328	890.4
	2007	406	52,405	774.7
	2008	457	53,277	857.8
	2009	412	54,135	761.1
	2010	433	54,571	793.5
	2011	456	55,278	824.9
	2012	514	55,265	930.1
	Total	5,833	698,533	835.0
Baldwin County, AL (01003)	1999	1,290	137,555	937.8
	2000	1,322	140,415	941.5
	2001	1,432	144,875	988.4
	2002	1,451	147,957	980.7
	2003	1,505	151,509	993.3
	2004	1,549	156,266	991.3
	2005	1,576	162,183	971.7
	2006	1,650	168,121	981.4
	2007	1,682	172,404	975.6
	2008	1,685	175,827	958.3
	2009	1,708	179,406	952.0
	2010	1,798	182,265	986.5
	2011	1,852	186,727	991.8
	2012	1,801	190,675	944.5
	Total	22,301	2,296,185	971.2
Barbour County, AL (01005)	1999	290	28,866	1,004.6
	2000	303	29,038	1,043.5
	2001	333	28,863	1,153.7
	2002	322	28,653	1,123.8
	2003	290	28,594	1,014.2
	2004	278	28,287	982.8
	2005	326	28,027	1,163.2
	2006	288	27,861	1,033.7
	2007	248	27,757	893.5
	2008	236	27,808	848.7
	2009	302	27,657	1,091.9
	2010	283	27,457	1,030.7
	2011	299	27,301	1,095.2
	2012	272	27,232	998.8
	Total	4,070	393,401	1,034.6
Bibb County, AL (01007)	1999	219	20,560	1,065.2
	2000	191	20,826	917.1
	2001	212	21,028	1,008.2
	2002	217	21,199	1,023.6
	2003	228	21,399	1,065.5
	2004	220	21,721	1,012.8
	2005	234	22,042	1,061.6
	2006	227	22,099	1,027.2
	2007	203	22,438	904.7
	2008	246	22,705	1,083.5
	2009	214	22,941	932.8
	2010	225	22,915	981.9
	2011	247	22,770	1,084.8
	2012	250	22,662	1,103.2
	Total	3,133	307,305	1,019.5
Blount County, AL (01009)	1999	451	50,237	897.7
	2000	450	51,024	881.9
	2001	465	51,845	896.9
	2002	530	52,551	1,008.5
	2003	557	53,457	1,042.0
	2004	529	54,124	977.4
	2005	531	54,624	972.1
	2006	530	55,485	955.2
	2007	542	56,240	963.7
	2008	566	57,055	992.0
	2009	552	57,341	962.7
	2010	542	57,322	945.5
	2011	598	57,742	1,035.6
	2012	579	57,807	1,001.6
	Total	7,422	766,854	967.9
Bullock County, AL (01011)	1999	143	11,755	1,216.5
	2000	146	11,714	1,246.4
	2001	144	11,358	1,267.8
	2002	137	11,256	1,217.1
	2003	121	11,316	1,069.3
	2004	135	11,056	1,221.1
	2005	140	11,011	1,271.5
	2006	145	10,776	1,345.6
	2007	130	11,011	1,180.6
